customer_id,subscription_type,monthly_revenue,tenure_months,churn_probability,primary_driver,churn_archetype,archetype_name,action,action_code,channel,urgency,expected_conversion_rate,action_cost_usd,expected_revenue_saved,campaign_roi,clv,clv_tier,customer_health_score,retention_risk_score
CUST-001954,Business,411.56,12,0.6624909074973612,pricing_sensitivity_score,D,Outgrown User,Advanced Feature Unlock & Upgrade Guide,FEATURE_UNLOCK,in-app,medium,0.2,1.0,654.37,653.37,207.07,Low,0.7357932063059317,0.13038148576621533
CUST-001499,Starter,64.27,1,0.659731453011389,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,40.7,80.4,32.73,Low,0.7407812500000001,0.12439583333333333
CUST-001674,Business,883.32,9,0.6587858454643889,engagement_decay_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,558.64,1116.28,451.8,Low,0.7356666344808885,0.13220003862293372
CUST-000704,Starter,68.84,10,0.6578037802630585,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,43.47,85.94,35.36,Low,0.7523014506408872,0.11890492589760207
CUST-001981,Starter,58.11,17,0.6574244729667058,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,36.67,72.34,29.9,Low,0.7019812017197279,0.1609558912696598
CUST-001801,Enterprise,4952.57,27,0.6573414622850641,customer_health_score,C,Price-Sensitive Optimizer,Annual Plan Upgrade Incentive,ANNUAL_UPGRADE_INCENTIVE,email,low,0.16,5.0,6250.62,1249.12,2549.35,High,0.5737104978125002,0.3232140692916664
CUST-001061,Business,649.88,16,0.6558756534932616,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,409.19,817.38,336.7,Low,0.7378785951377413,0.12954568583471038
CUST-001699,Enterprise,4626.43,19,0.6551058373390515,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,5455.44,54553.4,2405.09,High,0.6908824974687502,0.18760766970416642
CUST-001531,Starter,69.14,1,0.6548123485287757,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,43.46,85.92,35.99,Low,0.6771519986500001,0.19241760161999982
CUST-000809,Professional,290.25,10,0.6545826787512964,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,182.39,363.78,151.24,Low,0.783785,0.07779133333333335
CUST-000784,Starter,64.2,5,0.6534122546872558,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,40.27,79.54,33.62,Low,0.7498065833333333,0.12689876666666666
CUST-001088,Starter,30.27,28,0.6530899985861445,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,18.98,36.96,15.88,Low,0.7673406666666667,0.09752453333333333
CUST-000830,Professional,167.82,4,0.652934505183517,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,105.19,209.38,88.08,Low,0.7620724205234163,0.1021797620385671
CUST-000995,Starter,42.4,31,0.6525988347345235,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,26.56,52.12,22.29,Low,0.7319631106508023,0.1349776005523705
CUST-001181,Enterprise,4321.04,16,0.6525962494874322,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2707.1,5413.2,2271.26,High,0.773594163541667,0.08835367041666634
CUST-000116,Business,905.88,47,0.6524066600892939,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,567.36,1133.72,476.55,Low,0.7617566666666666,0.10922533333333334
CUST-000949,Business,980.18,35,0.6517992390145677,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,613.33,1225.66,517.02,Medium,0.7439290601800562,0.1156184611172658
CUST-001199,Business,609.75,2,0.6515978450632052,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,381.42,761.84,321.91,Low,0.7285332023140498,0.13576015722314022
CUST-001286,Professional,139.17,6,0.6490408433123026,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,86.71,172.42,74.3,Low,0.75241875,0.11543083333333333
CUST-000543,Starter,30.44,32,0.6489745786380071,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,18.96,36.92,16.26,Low,0.7654083333333334,0.10484333333333333
CUST-001395,Starter,63.69,3,0.64700131771787,retention_risk_score,C,Price-Sensitive Optimizer,Annual Plan Upgrade Incentive,ANNUAL_UPGRADE_INCENTIVE,email,low,0.16,5.0,79.12,14.82,34.31,Low,0.5919755136548444,0.2946293836141867
CUST-000658,Starter,31.46,8,0.6463849972695392,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,19.52,38.04,16.99,Low,0.7154189980560002,0.14649720233279973
CUST-000076,Business,465.1,25,0.6451791444155858,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,288.07,575.14,252.52,Low,0.7470413818809352,0.12188367507621103
CUST-001082,Starter,73.94,8,0.645107016967023,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,45.79,90.58,40.16,Low,0.7030879119205737,0.16129450569531145
CUST-001516,Starter,74.54,32,0.6447695313141909,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,46.14,91.28,40.54,Low,0.7436470421244553,0.12095688278398685
CUST-001188,Starter,55.9,5,0.644448410972999,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.58,68.16,30.45,Low,0.7230455092258388,0.14234538892899357
CUST-001337,Starter,59.19,13,0.6436572291121174,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,36.57,72.14,32.35,Low,0.7131187483333336,0.14925750199999976
CUST-001591,Professional,105.06,7,0.6419638008022232,days_since_last_login,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,64.75,128.5,57.84,Low,0.749821247975,0.11354783576333319
CUST-001716,Enterprise,1562.42,19,0.6411639906974637,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,961.7,1922.4,863.21,Medium,0.7353656784710747,0.13256118583471035
CUST-001628,Professional,174.08,9,0.6406344825476953,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,107.06,213.12,96.4,Low,0.7381479121306672,0.125889172109866
CUST-001622,Starter,72.76,1,0.6404894717273366,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,44.74,88.48,40.32,Low,0.7429170833333334,0.1284995
CUST-000632,Business,937.87,5,0.6390058265449373,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,575.33,1149.66,523.01,Medium,0.7748566666666667,0.09183866666666665
CUST-001505,Starter,60.25,16,0.6388809763444824,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,36.95,72.9,33.62,Low,0.7196870833333334,0.14804216666666664
CUST-000202,Starter,60.92,3,0.6386811560862792,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,37.35,73.7,34.02,Low,0.7528926666666667,0.11486213333333334
CUST-000400,Business,768.29,9,0.6383051838294546,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,470.79,940.58,429.74,Low,0.7234255091032296,0.13522272240945782
CUST-001996,Professional,130.54,48,0.6380605633097653,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,79.96,158.92,73.09,Low,0.7916283333333334,0.070046
CUST-000551,Professional,211.23,38,0.6370401567186971,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,129.18,257.36,118.8,Low,0.7561062500000001,0.11267249999999998
CUST-001334,Enterprise,4407.41,8,0.6363148501290382,log_monthly_revenue,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2692.32,5383.64,2486.49,High,0.7572046666666666,0.10468773333333334
CUST-001044,Professional,265.82,64,0.6338255084926,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,161.74,322.48,151.58,Low,0.7350189166666667,0.13464396666666664
CUST-000128,Business,408.51,4,0.6318340907814952,engagement_decay_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,247.79,494.58,234.94,Low,0.7223374991000001,0.1365283344133332
CUST-001480,Professional,287.85,1,0.630879378687844,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,174.33,347.66,166.22,Low,0.7269136281972792,0.13270364616326485
CUST-001545,Enterprise,4017.12,26,0.6308207840260217,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2432.72,4864.44,2320.31,High,0.7144669511625716,0.15430632527158075
CUST-001979,Business,928.03,31,0.6302989284583271,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,561.54,1122.08,537.23,Medium,0.7369463610330581,0.12733103342699695
CUST-001057,Business,701.92,5,0.6298940753030383,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,795.84,7957.4,407.04,Low,0.6986987473000003,0.17156150323999966
CUST-001839,Enterprise,1528.51,17,0.6297083993678089,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,924.01,1847.02,887.08,Medium,0.7086619157666667,0.15293903441333323
CUST-000068,Business,810.26,32,0.6292142185664976,retention_risk_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,917.69,9175.9,471.23,Low,0.6733613718030195,0.20363302050304338
CUST-000768,Business,457.83,5,0.6252808368651587,pricing_sensitivity_score,D,Outgrown User,Free 30-Day Premium Tier Trial,PREMIUM_TRIAL,in-app + email,high,0.32,10.0,1099.29,108.93,270.76,Low,0.7334412856473831,0.12987045722314025
CUST-001190,Business,906.86,12,0.6241318231993389,retention_risk_score,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,543.36,1085.72,538.94,Medium,0.7132564127777782,0.15575897133333283
CUST-001569,Professional,255.9,6,0.6239518197607782,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,153.28,305.56,152.2,Low,0.7675262500000001,0.10230183333333331
CUST-000588,Starter,78.33,18,0.6237925037991183,customer_health_score,D,Outgrown User,Advanced Feature Unlock & Upgrade Guide,FEATURE_UNLOCK,in-app,medium,0.2,1.0,117.27,116.27,46.62,Low,0.721435522758074,0.14261070602364456
CUST-000053,Enterprise,4432.56,3,0.6236367534162457,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2653.74,5306.48,2639.77,High,0.744003748734375,0.11552883485208323
CUST-000910,Starter,68.96,1,0.6213554030231284,billing_page_visits,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,41.13,81.26,41.47,Low,0.716312788469686,0.1520913205030434
CUST-000125,Starter,46.01,37,0.6210021431060205,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,27.43,53.86,27.71,Low,0.6903388069409016,0.17992676500425137
CUST-000211,Professional,289.93,20,0.6205089450634419,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,172.71,344.42,174.97,Low,0.7196504807436052,0.14308608977434056
CUST-001148,Professional,230.46,35,0.6203864870240995,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,257.35,2572.5,139.15,Low,0.6955999166666667,0.18694676666666665
CUST-000067,Starter,53.18,5,0.6185044985490894,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,59.21,591.1,32.37,Low,0.6883654513510236,0.1856281250454384
CUST-001437,Starter,58.93,1,0.6170355318679033,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.91,68.82,36.09,Low,0.7043924190893354,0.16639576375946424
CUST-000195,Starter,66.48,6,0.616951618284989,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,39.37,77.74,40.73,Low,0.7513562450000005,0.11337250599999935
CUST-001081,Business,403.92,29,0.6164093767745823,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,448.16,4480.6,248.01,Low,0.6859851496523675,0.1884844870838258
CUST-001746,Professional,267.72,19,0.6123302086996278,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,157.38,313.76,167.22,Low,0.7530711555494009,0.10631461334071896
CUST-000733,Professional,288.16,6,0.6118762017020178,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,169.27,337.54,180.33,Low,0.767279412711589,0.09593137141275995
CUST-000061,Starter,31.31,84,0.6114543596043736,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,18.38,35.76,19.63,Low,0.7612283310190477,0.0981926694438093
CUST-001530,Professional,239.87,4,0.6110712026260431,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,140.71,280.42,150.62,Low,0.7264538101800563,0.13658876111726578
CUST-001020,Starter,53.85,14,0.6100151423155995,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,31.54,62.08,33.96,Low,0.7316874976269534,0.13197500284765595
CUST-001644,Professional,189.28,5,0.6098998274922692,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,110.82,220.64,119.43,Low,0.7478020833333333,0.12597083333333334
CUST-001397,Professional,236.47,7,0.607721357480077,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,137.96,274.92,150.57,Low,0.7278100797172623,0.1382945710059519
CUST-001734,Professional,219.43,19,0.6075383730170475,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,127.98,254.96,139.83,Low,0.7320982126326532,0.12981547817414948
CUST-001804,Starter,31.35,17,0.6074362364693454,velocity_30d_vs_90d,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,18.28,35.56,19.99,Low,0.7699448333333332,0.1027328666666667
CUST-001129,Starter,60.89,7,0.6068931372984716,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,35.48,69.96,38.91,Low,0.7656944121666671,0.09783337206666612
CUST-001303,Starter,56.32,34,0.6066512548116577,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,32.8,64.6,36.02,Low,0.77312,0.087256
CUST-000203,Starter,43.34,1,0.6063019051433286,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,25.23,49.46,27.76,Low,0.7222452487500002,0.13997236816666653
CUST-000953,Starter,57.85,4,0.6056357455437551,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,33.63,66.26,37.16,Low,0.7096983300000004,0.15836200399999956
CUST-001241,Business,579.89,48,0.6047501344605469,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,336.66,672.32,373.85,Low,0.7380902076311998,0.12929175084256023
CUST-000091,Starter,45.11,6,0.6042547338413647,growth_pressure_score,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,26.17,51.34,29.14,Low,0.7749520833333334,0.09172416666666666
CUST-000608,Starter,45.52,5,0.6037990643678409,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,26.39,51.78,29.46,Low,0.7636970833333334,0.10023016666666665
CUST-001776,Starter,58.29,3,0.5998765542366586,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,33.57,66.14,38.35,Low,0.7289542023140498,0.13525495722314024
CUST-000788,Professional,188.77,1,0.5987964072034362,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,108.51,216.02,124.74,Low,0.7448241201922319,0.11787772243598846
CUST-000522,Starter,48.31,3,0.5970948707451563,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,27.69,54.38,32.15,Low,0.7076761884925171,0.16078857380897937
CUST-000824,Starter,70.62,19,0.5967284111284428,retention_risk_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,75.85,757.5,47.07,Low,0.6966024340335307,0.1757437458264298
CUST-001233,Starter,60.01,29,0.5949112966558693,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.27,67.54,40.3,Low,0.6849224394430273,0.18142640600170057
CUST-000292,Starter,45.44,1,0.5948364626090112,pricing_sensitivity_score,D,Outgrown User,Free 30-Day Premium Tier Trial,PREMIUM_TRIAL,in-app + email,high,0.32,10.0,103.79,9.38,30.52,Low,0.7374779429944512,0.1233598017399918
CUST-001467,Enterprise,3013.25,28,0.5946257323647182,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1720.09,3439.18,2025.83,High,0.71097375,0.15849816666666666
CUST-001652,Starter,40.18,6,0.5939279413593445,retention_risk_score,B,Frustrated Professional,Product Feedback Survey + Engineering Escalation,FEEDBACK_ESCALATION,in-app,medium,0.14,5.0,40.09,7.02,27.09,Low,0.7905687462500004,0.0713175044999996
CUST-001992,Starter,39.32,22,0.5928655208806335,retention_risk_score,B,Frustrated Professional,Priority Support & CS Outreach,CS_PRIORITY_OUTREACH,phone + email,critical,0.28,25.0,78.33,2.13,26.63,Low,0.6948820368588986,0.17780822243598846
CUST-000955,Professional,134.33,36,0.5916043922308575,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,76.29,151.58,91.44,Low,0.7053797607568028,0.16187762042516998
CUST-000300,Starter,66.33,1,0.5915341299005561,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,37.67,74.34,45.17,Low,0.7261696943663914,0.14026303342699695
CUST-000502,Professional,246.76,5,0.5907491245624871,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,139.94,278.88,168.57,Low,0.6974895805555559,0.1713458366666663
CUST-001324,Starter,55.57,26,0.5878699522893086,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,31.36,61.72,38.41,Low,0.7187791666666667,0.1541316666666666
CUST-001209,Starter,46.08,9,0.5856836630730183,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,25.91,50.82,32.14,Low,0.7713004166666666,0.09443950000000001
CUST-000807,Enterprise,2520.19,5,0.5856015860048248,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,2656.49,26563.9,1758.38,High,0.6880770800933337,0.18264083722133287
CUST-000934,Professional,128.7,34,0.584831005304626,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,72.26,143.52,90.08,Low,0.7702520833333333,0.10403083333333335
CUST-001897,Professional,114.57,14,0.5845860329279405,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,64.3,127.6,80.27,Low,0.767185,0.099378
CUST-001738,Starter,46.79,6,0.5845687579622861,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,26.26,51.52,32.78,Low,0.7369629166666666,0.13397783333333335
CUST-000559,Business,924.22,13,0.5841660413066406,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,518.3,1035.6,648.65,Medium,0.747483746383929,0.11468617100595191
CUST-000001,Starter,65.01,1,0.5835650451466452,tenure_months,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,36.42,71.84,45.74,Low,0.7466020819833334,0.10907750161999984
CUST-000263,Starter,63.01,18,0.5826621678728123,customer_health_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,35.25,69.5,44.5,Low,0.7225230932431496,0.13630562144155384
CUST-000614,Starter,46.54,18,0.581640897408061,days_since_last_core_action,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,25.99,50.98,33.0,Low,0.73111041429362,0.132667502847656
CUST-001576,Starter,39.52,6,0.5814822046280219,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,22.06,43.12,28.04,Low,0.6731297126326532,0.20057767817414948
CUST-001043,Starter,60.82,26,0.5806939414657414,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,33.91,66.82,43.3,Low,0.6958149977500001,0.17335533603333309
CUST-001914,Starter,57.59,4,0.5805564815648744,seat_limit_usage,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,32.1,63.2,41.02,Low,0.7752606666666667,0.08135386666666666
CUST-000565,Starter,34.72,1,0.580157656808291,support_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,19.34,37.68,24.77,Low,0.7297874968500003,0.1359216704466663
CUST-000241,Enterprise,3393.45,1,0.5798302340178632,log_monthly_revenue,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1888.92,3776.84,2424.2,High,0.7638082500000001,0.09509676666666665
CUST-001946,Professional,294.79,5,0.5790615105161361,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,163.87,326.74,211.25,Low,0.7321641621666671,0.13806967206666612
CUST-001356,Business,436.74,15,0.5790260431832809,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,242.77,484.54,313.02,Low,0.7208776950584369,0.1399467659298757
CUST-000190,Starter,52.5,3,0.5788390944484113,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,29.17,57.34,37.66,Low,0.7460247815933415,0.11477026208799014
CUST-001679,Starter,41.74,27,0.5779724035792516,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.16,45.32,30.04,Low,0.7499388117061146,0.10674009261932907
CUST-000920,Starter,56.71,16,0.5770092645950909,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,31.41,61.82,40.98,Low,0.7588233305208335,0.10441200337499973
CUST-001978,Professional,256.26,15,0.576065339894845,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,141.72,282.44,185.9,Low,0.7178892727763605,0.14186620600170058
CUST-000352,Business,985.45,9,0.5754361127240462,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,544.38,1087.76,716.7,Medium,0.7612587945941731,0.10148944648699226
CUST-001271,Professional,198.33,8,0.5749010422477117,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,109.46,217.92,144.56,Low,0.80219375,0.06570083333333332
CUST-000302,Professional,201.52,21,0.5744339005157463,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,111.13,221.26,147.16,Low,0.7720574166666667,0.09019776666666665
CUST-001269,Professional,111.26,34,0.5741612359398613,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,61.33,121.66,81.34,Low,0.7312047773096888,0.13255426722837346
CUST-001615,Starter,70.42,5,0.5740855504852599,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,38.81,76.62,51.5,Low,0.7827504132051284,0.08236617082051252
CUST-001430,Business,955.5,1,0.5732124548772441,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,525.8,1050.6,701.23,Medium,0.7326471648947919,0.13249006879291647
CUST-001074,Starter,51.04,15,0.5715128109566158,retention_risk_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,52.51,524.1,37.72,Low,0.703063359661118,0.16465730173999177
CUST-000431,Starter,71.15,17,0.5712905419768528,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,39.02,77.04,52.62,Low,0.7784257082500499,0.08755581676660688
CUST-001554,Business,751.04,1,0.5706251759825988,login_frequency_change,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,411.42,821.84,557.0,Medium,0.6993680899900847,0.1690916253452316
CUST-001045,Business,878.86,6,0.5691580751795771,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,480.2,959.4,655.68,Medium,0.7188378163190341,0.14906128708382582
CUST-000945,Starter,63.88,23,0.5690937297756391,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.9,68.8,47.67,Low,0.6903679159635417,0.17322516751041656
CUST-000992,Professional,138.73,3,0.5664284779249941,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,75.44,149.88,104.65,Low,0.7243799969625004,0.13574400364499944
CUST-000119,Business,825.76,74,0.5655652673489402,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,448.34,895.68,625.09,Medium,0.6740176656541669,0.19284546788166645
CUST-000508,Business,536.82,19,0.5647177734776418,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,291.03,581.06,407.76,Low,0.7311151657666667,0.12599513441333324
CUST-001350,Starter,50.04,19,0.5643388164357445,retention_risk_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,50.83,507.3,38.07,Low,0.6742929761570249,0.1958484286115701
CUST-000805,Professional,233.17,12,0.5634192245461471,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,126.12,251.24,178.04,Low,0.7530663660721091,0.11132036071346908
CUST-000322,Business,854.4,10,0.5576821845376554,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,457.42,913.84,667.68,Medium,0.7376255421244554,0.12818268278398684
CUST-000958,Starter,65.71,22,0.5571330850147717,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,35.14,69.28,51.46,Low,0.77255,0.09627333333333335
