customer_id,subscription_type,monthly_revenue,tenure_months,country,industry,sessions_30d,sessions_90d,days_since_last_login,days_since_last_core_action,login_frequency_change,session_duration_change,ticket_count,support_sentiment,error_rate,failed_api_calls,rage_click_count,billing_page_visits,downgrade_page_visits,invoice_download_frequency,trial_expiry_days,tier_capacity_utilization,export_frequency,api_usage,api_limit_usage,seat_limit_usage,churned
CUST-001025,Enterprise,3707.23,5,US,HR Tech,8,31,6,15,0.1759,0.217,2,0.5464,0.0649,1,1,1,0,1,-1,0.2715,5,119,0.0119,0.5024,0
CUST-001026,Professional,114.9,30,UK,FinTech,8,24,6,13,0.2253,0.1242,1,-0.1196,0.0189,1,0,1,2,1,-1,0.7063,2,165,0.0165,0.581,0
CUST-001027,Business,691.82,41,Singapore,E-Commerce,5,25,4,9,0.0124,0.027,3,0.573,0.1924,0,1,1,0,0,-1,0.2638,1,314,0.0314,0.6827,0
CUST-001028,Business,491.89,27,India,HR Tech,11,28,4,11,-0.0457,0.1177,0,0.3429,0.0021,0,0,3,0,1,-1,0.4394,5,2155,0.2155,0.1273,0
CUST-001029,Starter,47.48,3,India,HealthTech,8,34,22,24,-0.4635,-0.0927,2,-0.519,0.05,1,0,1,2,0,-1,0.5555,3,836,0.0836,0.2308,0
CUST-001030,Business,596.58,1,France,FinTech,9,36,9,9,-0.6778,0.0052,0,0.3122,0.1534,3,0,0,0,1,-1,0.5307,2,137,0.0137,0.2348,0
CUST-001031,Starter,50.18,16,US,Other,12,49,0,5,0.0589,-0.0329,1,0.309,0.1584,1,0,0,0,1,-1,0.1848,2,73,0.0073,0.3671,0
CUST-001032,Professional,213.33,1,UK,FinTech,12,38,1,2,0.3938,-0.1479,2,0.2692,0.4449,2,0,0,1,2,-1,0.6063,2,465,0.0465,0.0837,0
CUST-001033,Starter,74.14,20,Canada,SaaS,9,35,25,33,0.1032,0.2973,1,0.0432,0.3068,1,1,3,0,0,-1,0.1311,2,1045,0.1045,0.6059,1
CUST-001034,Starter,48.72,13,US,EdTech,5,33,9,13,0.1871,-0.3531,2,-0.276,0.0355,0,0,0,0,1,-1,0.05,2,111,0.0111,0.4729,0
CUST-001035,Starter,78.06,19,US,MarTech,5,44,17,21,0.4751,0.5902,1,0.6385,0.0361,3,0,0,0,1,-1,0.2078,5,108,0.0108,0.2764,0
CUST-001036,Professional,250.81,16,US,MarTech,9,33,2,11,0.0986,0.2193,3,0.0594,0.0897,2,0,3,1,0,-1,0.409,3,576,0.0576,0.4717,0
CUST-001037,Starter,54.57,9,UK,PropTech,8,36,9,16,-0.0368,-0.4445,1,-0.2534,0.027,3,0,2,0,0,-1,0.2162,3,176,0.0176,0.149,0
CUST-001038,Business,785.42,4,Singapore,E-Commerce,2,27,8,13,-0.2456,-0.056,1,0.283,0.1609,2,0,2,1,1,-1,0.0624,3,21,0.0021,0.0545,0
CUST-001039,Starter,34.11,6,US,SaaS,6,30,2,4,0.6067,-0.0421,1,-0.1971,0.204,1,2,1,0,1,-1,0.6024,2,180,0.018,0.5555,0
CUST-001040,Starter,71.23,13,Germany,MarTech,5,23,5,13,0.158,0.098,1,-0.2796,0.4023,2,2,1,1,1,-1,0.2378,4,118,0.0118,0.5838,0
CUST-001041,Professional,215.47,18,US,EdTech,12,34,6,15,-0.2831,-0.2473,1,-0.0502,0.0469,1,1,0,0,2,-1,0.1398,4,198,0.0198,0.4818,1
CUST-001042,Business,990.64,27,Singapore,Other,2,27,4,7,-0.3514,0.008,1,-0.1662,0.0881,2,1,1,0,1,-1,0.2472,4,842,0.0842,0.1491,0
CUST-001043,Starter,60.82,26,US,MarTech,5,30,12,21,0.3759,-0.0303,5,-0.2649,0.075,0,0,1,1,2,-1,0.2201,3,559,0.0559,0.3087,0
CUST-001044,Professional,265.82,64,UK,HealthTech,10,28,12,15,-0.3112,-0.1844,1,0.4226,0.3623,1,0,0,1,0,-1,0.7034,2,164,0.0164,0.401,1
CUST-001045,Business,878.86,6,Canada,FinTech,7,26,13,14,0.5562,-0.2192,4,0.0545,0.3408,2,1,3,0,0,-1,0.4666,4,262,0.0262,0.5399,1
CUST-001046,Professional,168.09,1,India,MarTech,6,38,11,13,-0.8269,0.2297,3,0.6009,0.0181,3,1,1,1,0,-1,0.3399,1,120,0.012,0.3994,1
CUST-001047,Starter,41.98,7,UK,SaaS,15,42,4,7,0.4268,-0.4241,0,-0.2418,0.0136,1,0,1,0,0,-1,0.0856,4,403,0.0403,0.2017,0
CUST-001048,Starter,50.52,24,US,HR Tech,7,32,3,9,0.1461,0.1195,0,-0.591,0.1753,3,0,1,0,0,-1,0.5904,1,128,0.0128,0.7499,1
CUST-001049,Business,679.34,10,UK,HR Tech,10,41,12,14,0.0356,0.1994,1,0.1595,0.275,0,2,0,0,0,-1,0.7175,3,1310,0.131,0.4146,1
CUST-001050,Starter,41.0,30,US,Other,11,27,4,11,-0.0526,-0.0546,1,0.8424,0.1229,3,1,2,0,1,-1,0.3541,7,157,0.0157,0.1085,0
CUST-001051,Business,935.76,14,US,HR Tech,11,27,1,8,0.5672,0.0131,2,0.3124,0.1291,3,1,0,0,0,-1,0.8211,2,622,0.0622,0.388,0
CUST-001052,Professional,207.51,47,Germany,Other,4,24,4,13,0.2121,0.2909,2,1.0,0.0082,1,2,3,0,0,-1,0.4233,4,250,0.025,0.5265,0
CUST-001053,Enterprise,4924.56,53,US,SaaS,4,38,1,2,-0.271,-0.1762,4,0.2328,0.1419,3,0,0,0,2,-1,0.6217,5,1120,0.112,0.7342,0
CUST-001054,Business,885.01,1,US,E-Commerce,7,38,8,11,-0.5157,-0.1504,0,0.1942,0.0637,0,1,0,0,4,-1,0.4849,6,189,0.0189,0.3976,0
CUST-001055,Enterprise,3444.97,10,India,HR Tech,3,40,2,9,0.0532,-0.1239,3,-0.7621,0.0593,2,1,4,1,1,-1,0.3728,3,8,0.0008,0.7397,1
CUST-001056,Starter,76.35,16,Singapore,PropTech,2,36,2,2,-0.0003,0.2913,1,0.2712,0.0471,3,0,3,0,1,-1,0.1739,2,56,0.0056,0.1452,0
CUST-001057,Business,701.92,5,France,EdTech,6,30,21,21,-0.456,0.3231,1,0.1675,0.1605,0,1,2,0,0,-1,0.5957,2,35,0.0035,0.3419,1
CUST-001058,Professional,276.42,9,US,FinTech,14,35,10,13,-0.0166,-0.349,1,-0.063,0.0947,5,2,0,0,1,-1,0.1196,3,185,0.0185,0.215,0
CUST-001059,Professional,170.63,20,US,HR Tech,13,36,10,11,-0.1722,0.2516,1,0.0453,0.0436,2,0,2,0,1,-1,0.1474,3,557,0.0557,0.0721,0
CUST-001060,Professional,174.73,4,Singapore,Other,8,34,6,6,0.0028,0.2047,3,0.0728,0.0335,2,0,1,0,3,-1,0.4827,2,362,0.0362,0.3973,0
CUST-001061,Business,649.88,16,US,SaaS,9,33,12,19,0.2178,0.3884,0,0.028,0.2617,1,2,2,0,1,-1,0.3345,2,143,0.0143,0.1591,1
CUST-001062,Enterprise,3413.19,21,US,HR Tech,1,28,9,10,0.4478,0.0963,2,0.9359,0.0333,2,0,1,0,0,-1,0.2333,3,3348,0.3348,0.05,1
CUST-001063,Business,731.09,1,France,MarTech,3,27,6,9,0.2727,-0.0111,2,-0.0483,0.2214,1,1,0,1,2,-1,0.2819,1,33,0.0033,0.4777,0
CUST-001064,Professional,198.28,12,France,HR Tech,2,28,22,24,-0.2164,0.2863,2,0.1677,0.4016,2,2,0,1,3,-1,0.4666,2,488,0.0488,0.215,1
CUST-001065,Professional,160.2,5,India,Other,9,29,1,2,0.1107,0.1747,0,-0.0616,0.1876,4,1,0,0,0,-1,0.05,2,808,0.0808,0.6642,0
CUST-001066,Business,955.32,23,US,HealthTech,3,29,20,27,0.0189,0.5612,1,0.4134,0.0946,4,1,2,0,0,-1,0.1894,4,1585,0.1585,0.5379,0
CUST-001067,Starter,58.43,3,US,HealthTech,12,33,3,5,-0.3996,0.2397,0,0.1707,0.0697,1,0,2,0,4,-1,0.5013,2,218,0.0218,0.2659,0
CUST-001068,Starter,49.39,40,Singapore,HR Tech,11,37,5,13,0.1195,0.0384,4,-0.012,0.1142,5,0,0,0,2,-1,0.5593,6,422,0.0422,0.1876,0
CUST-001069,Starter,61.56,10,US,FinTech,3,24,0,9,0.557,-0.2935,1,-0.6704,0.0515,3,2,2,1,0,-1,0.1433,4,144,0.0144,0.4677,0
CUST-001070,Starter,67.4,3,India,SaaS,2,20,5,9,0.0097,-0.1452,1,0.1973,0.1708,0,1,1,0,1,-1,0.1699,2,17,0.0017,0.6291,0
CUST-001071,Starter,77.04,10,India,PropTech,10,34,6,14,-0.4783,-0.359,1,-0.0238,0.1653,5,1,0,1,1,-1,0.6176,4,364,0.0364,0.4892,1
CUST-001072,Starter,53.98,9,France,PropTech,13,33,42,44,0.0091,-0.0538,1,0.0757,0.0532,0,0,1,0,2,-1,0.3457,3,446,0.0446,0.2606,1
CUST-001073,Starter,34.6,10,US,HR Tech,13,42,25,29,-0.3641,0.2315,2,-0.373,0.0981,3,0,1,0,4,-1,0.5552,1,160,0.016,0.0729,0
CUST-001074,Starter,51.04,15,US,HR Tech,5,29,23,32,0.2591,-0.0009,1,0.6733,0.0814,2,0,1,0,1,-1,0.1065,1,132,0.0132,0.2961,1
CUST-001075,Enterprise,3176.4,13,France,HealthTech,6,24,2,7,0.1575,0.2554,0,0.4427,0.1226,0,0,0,1,1,-1,0.4251,0,164,0.0164,0.0739,0
CUST-001076,Professional,278.4,2,Brazil,Other,9,50,33,41,-0.0513,0.0844,1,0.6723,0.2769,1,1,1,1,2,-1,0.1095,2,371,0.0371,0.5372,1
CUST-001077,Starter,48.74,1,Singapore,FinTech,9,21,4,11,-0.0993,-0.1008,2,0.5588,0.0333,2,0,3,0,1,-1,0.331,4,570,0.057,0.4381,0
CUST-001078,Professional,289.66,23,US,HR Tech,13,40,13,14,-0.0637,0.0219,6,0.3369,0.1344,1,0,2,0,1,-1,0.1759,3,637,0.0637,0.7469,0
CUST-001079,Starter,53.26,14,US,PropTech,6,21,1,2,0.0025,0.118,2,-0.3569,0.0001,2,1,1,0,1,-1,0.5468,2,162,0.0162,0.7565,0
CUST-001080,Enterprise,4908.23,8,Singapore,SaaS,7,33,4,8,-0.2317,0.0348,2,0.8374,0.1056,1,0,3,0,0,-1,0.0965,1,969,0.0969,0.611,0
CUST-001081,Business,403.92,29,Canada,E-Commerce,7,26,23,27,-0.4163,0.0377,3,-0.2711,0.0776,0,0,2,0,2,-1,0.3924,4,332,0.0332,0.1646,0
CUST-001082,Starter,73.94,8,Netherlands,MarTech,3,16,20,24,0.3416,-0.1923,1,-0.0074,0.2913,0,0,2,0,0,-1,0.83,2,397,0.0397,0.2653,1
CUST-001083,Professional,285.22,28,US,HR Tech,2,37,8,11,-0.1156,-0.1082,2,0.3828,0.0791,1,0,0,0,0,-1,0.05,4,129,0.0129,0.1267,0
CUST-001084,Business,975.61,6,France,Other,7,34,11,18,0.0501,0.5646,0,0.4026,0.0616,3,1,2,1,2,-1,0.6586,1,241,0.0241,0.3817,0
CUST-001085,Enterprise,1545.77,1,India,HR Tech,13,32,1,5,0.0856,0.3071,2,0.3289,0.0616,6,0,2,1,1,-1,0.1851,3,26,0.0026,0.6296,0
CUST-001086,Professional,133.34,48,India,Other,6,23,8,8,0.0966,-0.3685,2,-0.0601,0.1219,1,0,0,0,0,-1,0.8667,1,430,0.043,0.3897,0
CUST-001087,Professional,229.75,9,UK,FinTech,3,33,6,15,-0.3521,-0.5917,1,-0.1428,0.0331,2,1,4,0,4,-1,0.6946,2,690,0.069,0.7435,0
CUST-001088,Starter,30.27,28,US,E-Commerce,11,29,0,4,-0.5028,0.019,0,1.0,0.1292,0,2,3,0,0,-1,0.4303,3,392,0.0392,0.477,1
CUST-001089,Enterprise,1722.63,5,France,EdTech,6,39,0,0,-0.1766,0.2234,1,0.0843,0.1463,2,1,0,0,0,-1,0.1632,3,197,0.0197,0.1474,0
CUST-001090,Starter,40.05,18,US,SaaS,5,37,0,3,0.1187,-0.13,1,0.0353,0.0496,2,1,1,0,1,-1,0.4772,4,900,0.09,0.8482,0
CUST-001091,Enterprise,3293.54,37,UK,SaaS,3,21,9,9,-0.2184,0.2554,1,-0.1854,0.1973,3,1,0,0,0,-1,0.0781,2,29,0.0029,0.1633,0
CUST-001092,Professional,208.18,1,Singapore,Other,7,27,1,6,-0.1065,0.0149,4,0.1979,0.3436,2,1,0,0,0,-1,0.6796,2,142,0.0142,0.364,0
CUST-001093,Professional,105.85,31,UK,HealthTech,11,45,4,9,0.6382,-0.0408,1,0.1792,0.0132,0,0,4,0,1,-1,0.2372,2,25,0.0025,0.3231,1
CUST-001094,Professional,133.07,15,Brazil,Other,8,35,3,3,-0.5536,0.189,2,0.0935,0.0778,1,1,1,0,0,-1,0.4985,2,249,0.0249,0.2772,0
CUST-001095,Starter,53.99,16,US,HealthTech,12,37,5,12,-0.2265,-0.133,1,0.2527,0.3879,3,2,1,0,2,-1,0.7172,5,144,0.0144,0.5027,0
CUST-001096,Starter,58.7,13,India,Legal Tech,6,35,8,11,0.569,-0.0717,1,0.8054,0.0661,0,2,0,0,1,-1,0.4283,3,573,0.0573,0.3914,0
CUST-001097,Starter,36.42,37,Singapore,PropTech,9,28,8,9,-0.0134,0.1675,2,-0.138,0.2272,2,1,0,0,2,-1,0.4479,4,40,0.004,0.0933,0
CUST-001098,Starter,48.94,1,US,SaaS,5,42,5,5,-0.2118,-0.0078,4,0.1172,0.0728,1,1,2,1,1,-1,0.3279,4,17,0.0017,0.6862,0
CUST-001099,Business,941.64,5,US,FinTech,12,36,4,6,0.3506,0.4772,2,-0.1591,0.1168,3,0,2,1,2,-1,0.4575,3,402,0.0402,0.1267,0
CUST-001100,Starter,78.94,37,UK,Other,7,25,3,9,0.0166,0.1735,0,0.2179,0.1023,2,0,1,0,0,-1,0.6723,3,686,0.0686,0.1556,0
CUST-001101,Starter,78.36,25,US,FinTech,11,36,13,22,-0.1045,0.1572,2,-0.1274,0.1441,4,1,0,0,2,-1,0.3782,3,315,0.0315,0.5307,0
CUST-001102,Enterprise,4585.86,1,Canada,E-Commerce,6,26,2,11,0.0577,-0.0124,2,-0.1102,0.0215,0,0,1,0,0,-1,0.4216,2,165,0.0165,0.5785,0
CUST-001103,Business,635.8,13,Netherlands,FinTech,6,22,2,9,-0.1974,0.2187,1,-0.4838,0.0845,3,1,0,2,0,-1,0.7803,2,345,0.0345,0.6803,0
CUST-001104,Enterprise,3903.01,13,UK,HR Tech,2,31,9,13,-0.3052,-0.0807,25,0.1391,0.1273,2,0,15,0,1,-1,0.393,4,206,0.0206,0.2508,1
CUST-001105,Enterprise,2958.07,9,US,PropTech,15,40,3,9,-0.0341,0.0706,0,0.2719,0.4834,0,3,1,0,0,-1,0.4556,3,175,0.0175,0.4504,0
CUST-001106,Starter,61.43,6,UK,HR Tech,2,33,13,14,-0.3033,-0.2291,1,0.8442,0.0662,0,0,2,0,1,-1,0.2077,1,296,0.0296,0.287,1
CUST-001107,Starter,44.47,20,Canada,MarTech,5,42,2,5,0.0032,0.2599,2,0.2878,0.0104,1,0,1,1,1,-1,0.4224,0,476,0.0476,0.6817,0
CUST-001108,Business,762.72,4,US,Other,8,30,8,13,0.1063,0.0727,1,-0.0799,0.1218,3,1,3,1,0,-1,0.2961,2,432,0.0432,0.5135,1
CUST-001109,Professional,203.75,28,France,SaaS,9,29,0,4,0.2559,0.4956,0,-0.4439,0.1284,3,2,1,1,1,-1,0.2265,2,57,0.0057,0.1375,0
CUST-001110,Starter,30.22,29,France,Other,4,51,3,8,0.3384,0.5981,3,-0.3885,0.0502,1,0,0,0,3,-1,0.7306,2,123,0.0123,0.2809,0
CUST-001111,Business,873.42,9,France,PropTech,14,36,2,3,-0.1217,0.1908,2,-0.4183,0.5137,2,0,1,0,2,-1,0.0881,3,3,0.0003,0.4858,0
CUST-001112,Starter,29.59,6,US,EdTech,18,44,11,17,0.1498,0.0171,2,0.8512,0.1416,0,2,2,1,1,-1,0.6729,1,288,0.0288,0.05,1
CUST-001113,Starter,43.66,6,India,EdTech,8,30,23,30,0.1478,-0.2365,0,0.2151,0.0621,1,0,3,1,0,-1,0.5534,1,735,0.0735,0.9082,1
CUST-001114,Professional,100.18,11,US,MarTech,5,24,4,12,0.0983,0.2262,4,-0.1332,0.0014,3,2,3,0,1,-1,0.5631,2,267,0.0267,0.0983,0
CUST-001115,Professional,174.24,22,US,PropTech,5,16,12,17,-0.1438,0.0526,3,-0.2839,0.0029,2,1,3,1,0,-1,0.3132,7,3656,0.3656,0.2518,1
CUST-001116,Professional,111.63,8,Brazil,Legal Tech,6,33,8,14,-0.3084,0.1345,1,-0.2424,0.0379,2,1,1,0,0,-1,0.51,2,693,0.0693,0.4821,0
CUST-001117,Starter,74.68,16,Canada,Legal Tech,9,39,23,23,0.1506,0.4324,3,-0.1437,0.0203,1,0,0,1,1,-1,0.8687,2,234,0.0234,0.5053,1
CUST-001118,Business,648.41,8,US,Legal Tech,13,34,11,19,-0.5121,-0.2061,0,0.6265,0.2075,1,1,2,0,1,-1,0.05,3,1809,0.1809,0.4357,0
CUST-001119,Starter,51.97,6,US,SaaS,9,22,0,5,-0.0804,-0.2311,0,0.088,0.2768,3,1,1,0,1,-1,0.4504,4,511,0.0511,0.7141,0
CUST-001120,Starter,46.49,1,US,SaaS,10,26,8,11,-0.7661,-0.0591,3,-0.479,0.1187,1,0,2,0,1,-1,0.1484,5,1259,0.1259,0.1169,1
CUST-001121,Business,775.5,1,US,Legal Tech,6,39,5,14,-0.4009,0.2053,0,1.0,0.1128,1,0,0,0,1,-1,0.3406,3,45,0.0045,0.7383,0
CUST-001122,Enterprise,4245.43,4,US,EdTech,3,23,0,8,-0.2631,0.1387,0,-0.3561,0.0201,1,0,3,0,0,-1,0.598,2,407,0.0407,0.5437,0
CUST-001123,Business,787.89,9,US,PropTech,3,18,2,2,0.329,-0.2239,0,-0.1363,0.1828,5,0,1,0,0,-1,0.2725,2,1195,0.1195,0.2342,0
CUST-001124,Business,847.92,34,UK,FinTech,7,33,17,18,0.2064,0.1891,4,0.6241,0.0968,1,0,0,1,2,-1,0.5999,2,526,0.0526,0.4013,0
CUST-001125,Professional,280.19,28,Canada,PropTech,7,39,18,20,-0.1662,-0.3003,1,0.2661,0.0775,2,0,1,1,1,-1,0.4816,2,2220,0.222,0.4366,0
CUST-001126,Professional,271.71,5,France,Legal Tech,8,40,11,11,0.2188,-0.2094,1,-0.088,0.2209,2,0,0,0,1,-1,0.409,4,2730,0.273,0.6973,0
CUST-001127,Starter,62.7,5,India,PropTech,7,27,28,29,0.2663,-0.0289,0,-0.3925,0.0271,3,1,1,0,4,-1,0.5875,1,785,0.0785,0.6675,0
CUST-001128,Professional,141.93,4,US,E-Commerce,9,26,11,12,-0.0482,-0.1384,2,-0.2867,0.4113,0,0,1,1,0,-1,0.4693,4,163,0.0163,0.2196,1
CUST-001129,Starter,60.89,7,Singapore,SaaS,10,30,0,6,-0.4153,0.2225,1,-0.2626,0.0355,4,0,2,0,0,-1,0.8367,6,960,0.096,0.0848,1
CUST-001130,Starter,54.3,12,Brazil,SaaS,9,26,2,11,-0.0624,0.0716,1,0.1028,0.4114,5,1,0,0,0,-1,0.5511,2,607,0.0607,0.4184,0
CUST-001131,Business,829.33,10,Australia,EdTech,2,27,0,5,-0.0294,0.4414,0,0.1764,0.0311,3,0,3,0,0,-1,0.5432,5,56,0.0056,0.0987,0
CUST-001132,Professional,265.59,4,Australia,FinTech,2,35,0,8,-0.3697,-0.0618,1,0.0405,0.1436,4,0,1,0,1,-1,0.3267,5,245,0.0245,0.5304,0
CUST-001133,Starter,66.14,2,Netherlands,Legal Tech,12,34,1,5,0.1101,-0.0306,2,0.0843,0.0468,0,3,0,1,1,-1,0.3865,4,1037,0.1037,0.3154,0
CUST-001134,Starter,71.33,1,Germany,Other,7,30,4,12,0.0839,0.3026,2,-0.3203,0.2032,4,1,2,1,1,-1,0.4415,3,615,0.0615,0.2461,1
CUST-001135,Professional,111.77,3,US,EdTech,13,50,13,22,0.1335,-0.0227,2,0.2173,0.1926,3,1,0,0,2,-1,0.6567,4,278,0.0278,0.4089,1
CUST-001136,Starter,30.58,21,France,EdTech,2,31,13,21,0.0837,0.3735,2,0.6122,0.2547,1,1,0,1,0,-1,0.4632,2,474,0.0474,0.1597,0
CUST-001137,Business,554.1,5,Canada,FinTech,5,33,6,7,0.219,0.1352,2,0.0349,0.1797,3,2,1,0,0,-1,0.1238,4,1380,0.138,0.389,0
CUST-001138,Professional,279.13,11,Canada,HR Tech,11,38,18,26,-0.0538,-0.5882,0,0.0271,0.0032,2,2,1,0,1,-1,0.4342,2,455,0.0455,0.555,0
CUST-001139,Professional,263.73,16,Germany,Legal Tech,14,37,4,6,0.0605,0.2944,2,0.1332,0.2454,2,0,1,0,2,-1,0.5343,3,129,0.0129,0.3113,0
CUST-001140,Professional,235.55,39,US,Other,6,15,15,17,-0.1193,0.2282,2,0.5473,0.022,2,1,4,0,2,-1,0.6086,3,553,0.0553,0.104,1
CUST-001141,Business,819.46,39,UK,SaaS,6,24,4,12,-0.1753,0.2378,2,-0.2579,0.1484,2,1,0,0,0,-1,0.3846,5,154,0.0154,0.0656,0
CUST-001142,Starter,65.33,24,Netherlands,FinTech,8,33,2,8,0.4015,-0.4777,2,0.6803,0.0111,2,2,0,1,1,-1,0.3223,3,482,0.0482,0.3298,0
CUST-001143,Professional,287.52,1,France,Other,13,36,17,24,-0.6131,-0.1657,2,0.2685,0.0621,1,0,2,0,2,-1,0.4812,1,517,0.0517,0.0511,0
CUST-001144,Professional,265.44,15,Germany,E-Commerce,10,41,3,9,0.263,-0.1472,2,0.1115,0.2467,1,0,1,1,1,-1,0.4909,1,224,0.0224,0.0709,1
CUST-001145,Starter,60.17,27,US,EdTech,6,26,4,12,-0.1862,-0.2103,1,0.5853,0.3333,1,0,2,0,0,-1,0.3228,3,674,0.0674,0.1695,0
CUST-001146,Business,798.43,1,UK,FinTech,9,25,2,9,-0.225,0.4355,2,-0.3728,0.2165,1,0,1,0,0,-1,0.5324,0,173,0.0173,0.5235,0
CUST-001147,Business,527.24,14,Netherlands,SaaS,11,32,7,10,0.0785,-0.0029,1,0.3088,0.0617,2,3,0,2,0,-1,0.1262,2,7,0.0007,0.2885,0
CUST-001148,Professional,230.46,35,India,PropTech,13,34,37,38,-0.4469,-0.0091,0,0.2721,0.0713,4,1,2,0,0,-1,0.4732,4,215,0.0215,0.3721,0
CUST-001149,Business,653.81,11,Australia,SaaS,5,37,0,4,-0.2448,0.138,1,-0.2742,0.0762,1,0,0,1,3,-1,0.05,0,991,0.0991,0.3042,0
CUST-001150,Business,490.78,1,UK,E-Commerce,7,30,16,17,-0.2547,0.1423,1,0.2843,0.0404,3,1,3,1,0,-1,0.4718,1,430,0.043,0.9663,0
CUST-001151,Business,882.84,1,France,FinTech,11,30,0,3,-0.0664,-0.8337,0,0.2133,0.0711,2,0,1,0,0,-1,0.6945,0,946,0.0946,0.1111,0
CUST-001152,Business,705.15,9,US,E-Commerce,3,34,3,4,-0.2412,-0.1616,1,0.0285,0.1243,0,2,3,1,0,-1,0.498,4,68,0.0068,0.3416,1
CUST-001153,Professional,294.49,3,India,Legal Tech,13,37,1,5,0.4803,-0.3532,2,0.4451,0.0935,1,0,1,1,0,-1,0.2646,0,107,0.0107,0.1622,0
CUST-001154,Professional,155.34,19,UK,Legal Tech,3,27,9,14,0.5391,0.1001,1,-0.1287,0.0229,0,0,4,0,1,-1,0.3403,4,89,0.0089,0.1795,0
CUST-001155,Professional,195.13,22,UK,PropTech,13,38,0,0,-0.6066,-0.0722,2,0.2081,0.083,4,1,1,1,0,-1,0.8477,2,768,0.0768,0.2051,0
CUST-001156,Business,667.8,3,India,EdTech,6,21,5,12,0.1633,0.0038,21,0.0473,0.026,3,1,10,1,1,-1,0.7535,1,473,0.0473,0.5189,0
CUST-001157,Starter,35.04,39,Netherlands,HR Tech,5,37,2,3,0.2576,-0.5196,1,-0.1459,0.0333,2,1,0,0,1,-1,0.3472,1,205,0.0205,0.0668,0
CUST-001158,Business,654.67,10,US,HealthTech,8,37,1,5,0.1629,-0.0775,1,0.3012,0.1295,2,1,2,0,0,-1,0.524,3,758,0.0758,0.2383,0
CUST-001159,Business,571.53,2,Australia,Other,5,18,10,17,-0.1974,0.2788,2,0.0169,0.1175,3,0,1,1,0,-1,0.456,3,285,0.0285,0.2168,0
CUST-001160,Starter,37.02,26,US,E-Commerce,10,35,1,5,-0.0732,0.3524,3,-0.4892,0.2002,0,2,0,0,0,-1,0.4232,4,478,0.0478,0.1816,0
CUST-001161,Business,568.29,28,UK,Other,6,31,1,3,-0.2245,0.1797,0,-0.6204,0.155,2,3,1,0,0,-1,0.7429,5,964,0.0964,0.3769,0
CUST-001162,Starter,40.66,18,US,PropTech,15,38,2,7,-0.1261,-0.3339,1,0.4156,0.0442,1,1,1,2,0,-1,0.0507,2,276,0.0276,0.2374,0
CUST-001163,Starter,65.7,34,US,Other,8,35,6,6,-0.363,0.3149,0,-0.3882,0.0692,0,1,1,2,0,-1,0.499,0,697,0.0697,0.3112,0
CUST-001164,Business,417.47,24,Germany,Other,7,31,7,7,-0.0344,0.181,3,0.2118,0.0452,1,0,0,0,1,-1,0.1282,1,416,0.0416,0.2891,0
CUST-001165,Starter,59.87,38,US,SaaS,3,34,0,7,-0.4508,-0.0293,2,0.122,0.0731,2,3,2,0,0,-1,0.2049,4,1191,0.1191,0.4059,0
CUST-001166,Business,855.4,10,Germany,FinTech,14,37,1,7,-0.06,-0.5063,0,-0.0474,0.2193,4,1,0,0,1,-1,0.485,1,303,0.0303,0.1195,0
CUST-001167,Business,687.43,24,Netherlands,EdTech,3,24,3,12,-0.3746,0.2384,2,0.8827,0.2701,2,0,0,0,0,-1,0.4075,4,177,0.0177,0.3744,0
CUST-001168,Professional,285.31,84,US,HealthTech,10,42,2,11,0.062,-0.148,1,0.1719,0.1591,2,1,1,0,0,-1,0.3429,4,156,0.0156,0.2307,1
CUST-001169,Starter,64.39,23,Canada,FinTech,13,37,15,17,-0.2038,0.0865,4,0.4023,0.0305,2,0,0,1,1,-1,0.4201,3,105,0.0105,0.4678,0
CUST-001170,Starter,66.4,2,UK,SaaS,5,36,10,17,0.0872,0.0171,0,0.2139,0.0295,4,3,1,1,2,-1,0.6622,3,220,0.022,0.6104,0
CUST-001171,Professional,138.39,13,India,Other,8,33,6,13,0.3245,0.3846,2,0.0074,0.0653,2,0,2,0,0,-1,0.6854,3,284,0.0284,0.1854,0
CUST-001172,Enterprise,4220.53,15,US,HealthTech,3,21,2,2,0.4768,-0.0313,4,0.0924,0.3098,2,0,1,0,2,-1,0.6062,2,72,0.0072,0.293,0
CUST-001173,Professional,265.42,3,US,SaaS,7,23,8,17,-0.7584,-0.0038,3,0.6834,0.2355,1,1,3,1,0,-1,0.1935,2,665,0.0665,0.5107,1
CUST-001174,Starter,47.06,59,US,SaaS,5,21,12,18,-0.2503,0.3947,1,0.5352,0.0325,3,1,2,0,2,-1,0.478,3,1389,0.1389,0.5466,0
CUST-001175,Professional,141.67,3,US,SaaS,13,36,6,7,-0.0909,-0.1646,1,0.8808,0.3837,4,1,2,1,1,-1,0.3975,6,265,0.0265,0.7744,0
CUST-001176,Professional,176.01,3,US,Legal Tech,17,44,10,11,0.1381,0.2036,0,0.1887,0.0099,2,0,1,1,1,-1,0.2946,2,1296,0.1296,0.3484,0
CUST-001177,Business,842.76,44,India,HealthTech,11,37,9,10,-0.4951,-0.0497,0,-0.2508,0.1629,1,1,1,1,0,-1,0.4733,3,274,0.0274,0.4555,0
